event_id_cnty,bug_trigger,class,notes
ITA29680,environment,environment,"On 19 May 2026, in the afternoon, about 300 residents, workers, representatives of CGIL, CISL, UIL, Unindustria, and National Association of Building Contractors (Associazione Nazionale Costruttori Edili - ANCE) took to the streets in Catanzaro (Calabria) to protest workplace deaths and demand safe working environments for all."
GRC33,nurseries,health care,"On Feb. 20, 2018: Preschool teachers protested in front of the Parliament in Athens against the compulsory inclusion of four-year-olds in kindergartens, which would affect negatively municipal day nurseries and lead to loss of jobs."
BGR177,nurseries,health care,"On Sept. 10, 2018: Parents protested in front of the municipal building in Sofia due to the lack of free places for their children in daycare. Protesters said that 5000 children were left without a place in nurseries and around 2000 - in daycare, and demanded the appointment of additional staff for daycare institutions operating at full capacity."
FRA6007,nurseries,health care,"On 2 February 2021, dozens of childcare assistants demonstrated in front of the city hall in Chennevieres-sur-Marne. They denounced the privatization of several nurseries by the city council."
DEU17584,nurseries,health care,"On 19 October 2023, about 50 daycare workers participated in a vigil in front of the castle in Schwerin (Mecklenburg-Vorpommern) called for by Ver.di against the current plans for a new law on the promotion of daycare centers and to draw attention to an allegedly imminent collapse in the daycare system due to too few staff in kindergartens, nurseries and daycare centers."
ITA25391,nurseries,health care,"On 27 December 2024, at the call of 'Citizen Committee for Municipal Nurseries of Taranto' (Comitato Cittadino i Nidi Comunali) and the 'National Nursery and Childhood Group' (Gruppo Nazionale Nidi e Infanzia), people with hundreds of strollers marched in Taranto (Puglia) to protest against the mayor's decision to privatize municipal nursery schools."
ESP19765,nurseries,health care,"On 7 February 2025, early child educators, called by CCOO and UGT, held a protest outside the regional Education Department in Palma de Mallorca (Islas Baleares) to denounce wage disparities for educators in outsourced municipal nurseries in comparison with public nurseries and demanded fair pay for identical roles."
BGR4376,nurseries,health care,"On 21 May 2025, parents protested in Sofia due to their children not being accepted in state and municipal nurseries and kindergartens, and due to the fact that the compensations for not having their child in a daycare facility that they are entitled to by law have not been paid for months."
FRA40059,nurseries,health care,"On 22 May 2025, Departmental Councilors, including Fatima Aggoune (PCF), gathered outside the Departmental Council in Creteil (Ile-de-France) to protest against the closure of nurseries in the area."
BGR4396,nurseries,health care,"On 27 May 2025, parents protested in Sofia due to the delayed monetary compensation fees promised by the state due to their kids not being placed in public nurseries and kindergartens. They claim their payments for this year have been delayed over five months, putting an additional strain on parents who have to figure out daycare options for their kids cause by overcrowding in public nurseries and kindergartens."
BEL4490,nurseries,health care,"On 2 July 2025, childcare workers supported by the CGSP union started a strike action with picket lines in local nurseries in Mons (Wallonie). Pickets were ongoing as of 4 July 2025."
BGR4632,nurseries,health care,"On 11 October 2025, parents and protesters rallied in Burgas to protest violence against children and demand justice in the Kableshkovo kindergarten case. Demonstrators called for CCTV in nurseries, psychological screening of staff and accountability from the mayor and magistrates overseeing the investigation."
BGR4634,nurseries,health care,"On 11 October 2025, parents and protesters rallied in Sofia to protest violence against children and demand justice in the Kableshkovo kindergarten case. Demonstrators called for CCTV in nurseries, psychological screening of staff and accountability from the mayor and magistrates overseeing the investigation."
